2019-01-01,375500
2019-04-01,376700
2019-07-01,382700
2019-10-01,384600
2020-01-01,383000
2020-04-01,371100
2020-07-01,400600
2020-10-01,396900
2021-01-01,417400
2021-04-01,428600
2021-07-01,468000
2021-10-01,496700
2022-01-01,499300
2022-04-01,525100
2022-07-01,520300
2022-10-01,521000
2023-01-01,505300
2023-04-01,503000
2023-07-01,521900
2023-10-01,498300
